date,author,title,text
1993,kinross  robin.,conversation with erik spiekermann,an interview with german type designer erik spiekerman  in which he discusses his information design work for the berlin company metadesign and considers contemporary issues in typography  with particular reference to his work for the berlin transport system  bvg. spiekerman outlines his belief in the importance of design in everyday circumstances and describes his typographical methods for public sign-boards  noting the restrictions on public expenditure due to the present economic and political climate in germany. contrasting readability with legibility  he discerns a trend towards ideography in graphic design and expresses regret at the lack of typographic critics. in conclusion he states that design should be discussed and not described  as it has  unlike art  a function.
1996,kinross  robin.,the nuts of  em  anthony froshaug as a teacher,discusses the work of the british typographer anthony froshaug (1920-84) and traces his career. the author considers froshaug s contribution to the establishing of presses in cornwall  england  and comments on his teaching at the central school and the royal college of art in london  the hochschule fur gestaltung in ulm  germany and other institutions.
1986,kinross  robin.,semiotics and designing,examines whether semiotics has a rÃ´le to play in the theory or practice of graphic design. the author argues that semiotics  unlike information theory  has the advantage of recognizing the semantic dimension of design. however  being based on a saussurian model of language  which emphasizes the synchronic structures of meaning  remote from history and everyday discourse  semiotics is incompatible with the essentially material and practical nature of designing. the author also examines proposals for a visual verbal `rhetoric  (classical rhetoric modified by semiotics) which aims to link theory and practice and recognizes the social dimension of design. here too  though acknowledging the value of such an approach in teaching  the author argues that there is much in design which such theories cannot discuss.
1993,kinross  robin.,paul mijksenaar  a conversation and a lecture,in interview dutch graphic designer paul mijksenaar discusses the design of public information material. he considers the value of research in the area and of the practical testing of informational data. mijksenaar examines the need to combine aesthetic and functional considerations with reference to a project to design a new corporate identity for the dutch post office. the second part of the article is a summary of mijksenaar s inaugural lecture at the faculty of industrial design at the technische universiteit delft (20 jan. 1993) in which he explores the scope of industrial design. examples of design failures and the issue of form and function are also considered.
1993,kinross  robin.,paul mijksenaar  a conversation and lecture,in interview with dutch sign designer paul mijksenaar in which discusses the design of public information material. he considers the value of research in the area and of the practical testing of informational data. mijksenaar examines the need to combine aesthetic and functional considerations with reference to a project to design a new corporate identity for the dutch post office. the second part of the article is a summary of mijksenaar s inaugural lecture at the faculty of industrial design at the technische universiteit delft (20 january 1993) in which he explores the scope of industrial design. examples of design failures and the issue of form and function are also considered.
1994,kinross  robin.,unjustified text and the zero hour,text of a lecture delivered at the conference entitled  design and reconstruction in post-war europe   held at the victoria & albert museum  london  in january 1994  in which the author discusses the development of unjustified type since 1945. between 1450 and the second world war  most text was justified. the author describes the debate between the designer and artist max bill and the typographer jan tschichold in the  schweizer graphische mitteilungen  (may-june 1946) on this issue  and discusses the short-lived dutch magazine  open oog (1946)  which included designs by willem sandberg  who also wrote a defence of unjustified type in  typographica  (1952). he also explores the  semantic poetry   which embodied language typographically  practised by the british typographer anthony froshaug in collaboration with the writer stefan themerson. in conclusion  the author states that unjustified setting was rediscovered in 1945 by a few non-mainstream designers and the `pervasive presence of the typewriter .
1994,kinross  robin.,unjustified text and the zero hour,text of a lecture delivered at the conference entitled `design and reconstruction in post-war europe   held at the victoria and albert museum in london (jan. 1994)  in which the author discusses the development of unjustified type since 1945. between 1450 and the second world war  most text was justified. the author describes the debate between the designer and artist max bill and the typographer jan tschichold in the schweizer graphische mitteilungen (may-june 1946) on this issue  and discusses the short-lived dutch magazine open oog (1946)  which included designs by willem sandberg  who also wrote a defence of unjustified type in typographica (1952). he also explores the `semantic poetry   which embodied language typographically  practised by the british typographer anthony froshaug in collaboration with the writer stefan themerson. in conclusion  the author states that unjustified setting was rediscovered in 1945 by a few non-mainstream designers and the `pervasive presence of the typewriter .
1996,kinross  robin.,the nuts of  em  anthony froshaug as a teacher,the author examines the life and work of the uk typographer anthony froshaug. he considers froshaug s contribution to the establishing of presses in cornwall  england  and comments on his teaching at the central school and the royal college of art in london  the hochschule fur gestaltung in ulm  germany and other institutions.
2009,knoflacher  hermann.,infoconnectivity - the value of certainty and uncertainty for interconnected transport networks.,human behavior regarding transport depends on travel time estimation and not on measured travel times. travel time is dependent on human body energy consumption for different activities  which has been studied by the author over the last 30 years. uncertainty can enhance time perception up to a factor of 5 compared to measured time  dependent on the certainty or uncertainty of the information system. quantitative analysis has shown that information improvements at interchanges of transport systems can have a value equal to or even greater than time saving produced by expensive  huge infrastructure projects. the paper will present empirical results from studies over the last 40 years and the theoretical background. (author abstract)
2000,koch  wolf gÃ¼nther.,jaques bertin s theory of graphics and its development and influence on multimedia cartography   jacques bertin s theories,today  we can say that the graphic system of visual variables established and developed by bertin represents an indispensable and universally recognized theory of the cartographic transcription of geographic information. various cartographers have used and improved on bertin s system. in the age of automation  gis and multimedia  initial results in adapting bertin s graphic system to the dynamic and also non-visual representation of information are now available. today one can say that despite its fundamental character  bertin s theory has proven to be very adaptable and open towards innovation.
2001,koch  wolf gunther.,jacques bertin s theory of graphics and its development and influence on multimedia cartography,discusses the theory of graphics by jacques bertin  which he published in the book entitled  la semiologie graphique  diagrammes  resaux  cartes  (paris  gauthiers-villars & mouton  1967). the author assesses the adaptability of bertin s theory to current practices of cartographic design.
2001,koch  wolf gunther.,jacques bertin s theory of graphics and its development and influence on multimedia cartography,discusses the theory of graphics by jacques bertin  which he published in the book entitled la semiologie graphique  diagrammes  resaux  cartes (paris  gauthiers-villars & mouton  1967). the author assesses the adaptability of bertin s theory to current practices of cartographic design.
2005,koller  veronika.,designing cognition - visual metaphor as a design feature in business magazines,the article looks at the substantiation of text in business magazines by visual means  and argues that the metaphors used in the text are also the same when illustrated. in the corpus first searched  marketing  mergers and acquisitions  war fighting are the dominant illustration verbal elements. the conclusion is that the visual design of business magazines supports the verbal presentation  thus producing the underlying mode of communication.
2005,koller  veronika.,designing cognition  visual metaphor as a design feature in business magazines,this paper investigates the correlation between the use of dominant verbal metaphors & the use of visual forms in business-media discourse. the study is based on a corpus of english-language articles published between 1996 & 2003. this corpus was first searched for illustrations on marketing as well as mergers & acquisitions  & categorized into different types of visual metaphor. the visualizations of metaphor were subsequently compared to verbal metaphoric expressions in the same discourse domain to check for qualitative & quantitative congruence between the verbal & visual modes. illustrations in business magazines employ the same metaphors as do verbal texts. moreover  the frequency patterns ascertained for verbal metaphors are largely maintained in visual representation  with war fighting being most dominant. alternative metaphors are marginal in both modes. in terms of classification  the study shows that the majority of visual metaphoric expressions integrate the source & the target domain into a single gestalt. these results indicate that the visual design of business magazines support the verbal metaphors  thus producing the dominant models underlying business-media discourse. 3 tables  5 figures  29 references. adapted from the source document
2005,koller  veronika.,designing cognition  visual metaphor as a design feature in business magazines,this paper investigates the correlation between the use of dominant verbal metaphors and the use of visual forms in business-media discourse. the study is based on a corpus of english-language articles published between 1996 and 2003. this corpus was first searched for illustrations on marketing as well as mergers and acquisitions  and categorized into different types of visual metaphor. the visualizations of metaphor were subsequently compared to verbal metaphoric expressions in the same discourse domain to check for qualitative and quantitative congruence between the verbal and visual modes. illustrations in business magazines employ the same metaphors as do verbal texts. moreover  the frequency patterns ascertained for verbal metaphors are largely maintained in visual representation  with war fighting being most dominant. alternative metaphors are marginal in both modes. in terms of classification  the study shows that the majority of visual metaphoric expressions integrate the source and the target domain into a single gestalt. these results indicate that the visual design of business magazines support the verbal metaphors  thus producing the dominant models underlying business-media discourse. (original abstract)
2002,komter  martha l.,the construction of records in dutch police interrogations,police records in the netherlands should be written as much as possible in the suspect s own words. however  they show a curious mix of legal phrases & colloquialisms. they are drawn up as first person monologues  which obscures the interactional nature of the interrogation. this article sheds light on the interrelations between the interrogation & the recording of it  showing how the interaction in the interrogation affects what is written down  & how the recording activities affect the interaction in the interrogation. moreover  it illuminates some of the discrepancies between actual practice & the recommendations in police manuals. what appears to have a significant effect on the interrogation is the practice of contemporaneous typing of the records. the resulting question-answer typing format favors some interrogation & recording techniques over others. this may explain why it is often not the suspect s own words that are recorded  but those of the interrogator. 1 appendix  20 references. adapted from the source document
2002,komter  martha l.,the construction of records in dutch police interrogations,police records in the netherlands should be written as much as possible in the suspect s own words. however  they show a curious mix of legal phrases and colloquialisms. they are drawn up as first person monologues  which obscures the interactional nature of the interrogation. this article sheds light on the interrelations between the interrogation and the recording of it  showing how the interaction in the interrogation affects what is written down  and how the recording activities affect the interaction in the interrogation. moreover  it illuminates some of the discrepancies between actual practice and the recommendations in police manuals. what appears to have a significant effect on the interrogation is the practice of contemporaneous typing of the records. the resulting question-answer-typing format favors some interrogation and recording techniques over others. this may explain why it is often not the suspect s own words that are recorded  but those of the interrogator. (original abstract)
2006,kong  kenneth.,a taxonomy of the discourse relations between words and visual,a document is mainly composed of words & images  but the complex relationship that binds these two completely different semiotic resources is usually taken for granted as transparent. the simple relations between words & images -  anchorage  &  relay   identified by barthes almost 30 years ago - are unable to deal with the complexity of their bond  made even more complex by current printing & computer technology. this paper aims to identify the potential relations that bind texts & images together by arguing for a multilevel description of their logico-semantic relationships. the multiple  evaluative & metaphorical functions of the relations will also be discussed. the data generated from the proposed framework can form an empirical corpus for quantitative analysis. examples from a variety of sources will be used as examples to show how the framework can be operationalized. figures  references. adapted from the source document
2006,kong  kenneth.,a taxonomy of the discourse relations between words and visual,a document is mainly composed of words and images  but the complex relationship that binds these two completely different semiotic resources is usually taken for granted as transparent. the simple relations between words and images - anchorage and relay  identified by barthes almost 30 years ago - are unable to deal with the complexity of their bond  made even more complex by current printing and computer technology. this paper aims to identify the potential relations that bind texts and images together by arguing for a multilevel description of their logico-seniantic relationships. the multiple  evaluative and metaphorical functions of the relations will also be discussed. the data generated from the proposed framework can form an empirical corpus for quantitative analysis. examples from a variety of sources will be used as examples to show how the framework can be operationalized. (author abstract)
2000,koutsofios  e  north  s  truscott  r.,large scale network visualization with 3d-graphics,data from large networks  such as a voice telephone network or a residential internet service  must be analysed to see how well the requirements of users are met. maintains that visualization is essential to understand and explain this data. describes swift-3d  a viewer for interactive discovery of patterns and anomalies in large scale transactional data sets. (original abstract - amended)
2010,koutsourelakis  charalambos  chorianopoulos  konstantinos.,icons in mobile phones - comprehensibility differences between older and younger users.,mobile phones have become a ubiquitous information and telecommunication terminal used by diverse age groups. despite research findings that indicate the special needs and skills of senior citizens  contemporary handsets offer limited consideration for them. we investigated whether typical mobile phone icons are suitable for older users  as measured through unaided icon comprehension. for this purpose  we studied 38 users and evaluated 25 icons  which we captured from five different handsets. it was found that there are significant differences in icon comprehension performance between older and younger mobile phone users. we conclude that designers of mobile phone icons have to regard older user groups differently and we describe the qualities of icons suitable to each one of the age groups. finally  we highlight the need for additional similar research in different ethnic and cultural groups. (author abstract)
2010,koyama  keiichi.,communication support boards - pictorial symbols for communication assistance.,when you have a problem  its good to be able to ask someone for help  a challenge for those who have difficulty speaking or hearing  or are not familiar with the local language. the premise behind the communication support boards (csbs) was to overcome this challenge by assisting people at the primary stage of non-verbal communication. (author abstract)
2004,krahmer  emiel  ummelen  nicole  van dorst  judith.,mood  persuasion and information presentation. the influence of mood on the effectiveness of persuasive digital documents,we describe an experiment studying the effectiveness of persuasive digital documents  taking mood  exposure time and site design into account. participants in either a neutral or a positive mood were confronted with a persuasive site. these sites could either be content only or content plus (the latter using some of the information presentation possibilities offered by digital documents). in addition  in a limited exposure condition  participants were given a restricted time to visit the site  while in the unlimited condition  participants were allowed to spend as much time on the site as desired. the results of the experiment showed that both mood and site design had a strong effect on attitude change  while exposure time did not. participants in a positive mood were more inclined to change their attitude in the direction of the advocated position than participants in a neutral mood. and  participants visiting a content-plus site were more inclined to change their attitude than participants visiting a content-only site. interestingly  there was an interaction between these two factors  to the effect that the presence of additional information presentation cues was particularly effective for participants in a positive mood. (original abstract)
2004,kress  gunther.,reading images  multimodality  representation and new media,in this paper i wish to point to what i see as the central issues in the linked shifts in representation and dissemination  that is  from the constellation of mode of writing and medium of book page  to the constellation of mode of image and medium of screen. in particular i will draw attention to consequent shifts in authority  in changes in forms of reading  shifts in shapes of knowledge and in forms of human engagement with the social and natural world. (original abstract)
2004,kress  gunther.,reading images  multimodality  representation and new media,the author treats issues in design and education from a semiotic point of view and looks at the links between what is to be learned and how it is presented  discussing the impact of the new media on more traditional means of communication.
2002,kroft  paul  wickens  christopher d.,displaying multi-domain graphical database information  an evaluation of scanning  clutter  display size  and user activity,display designers are often given the challenge of placing a large amount of information within a limited amount of display real estate. one possible solution to the problem is combining databases of information pertaining to the same spatial area into one  integrated display  reducing the amount of scanning required and allowing information to be presented in a larger display. on the other hand  integration will also increase the clutter of the displays. the effects of clutter may be mitigated through the use of decluttering techniques  but some of these solutions may require additional user interactivity. in the experiment  student pilots used six display configurations to answer multiple choice questions about the current airspace situation. two databases  a navigation database and an air hazard database  were presented in each display. in addition  the type of question (focused or divided attention) was manipulated to assess the effects of the task on display performance. responses were faster when the databases were integrated than separated  particularly when questions required integration across both databases  where accuracy also was greater. these results suggest that the combined benefits of reduced scanning and larger display size outweigh the costs of clutter. interaction of any sort imposed a time cost  which was greatest when the questions involved both databases. (original abstract)
2006,krull  robert  sharp  michael.,visual verbs  using arrows to depict the direction of actions in procedural illustrations,arrows  when used to depict the direction of movement in procedural illustrations  may be ambiguous with regard to the actual direction in which movements should occur. this ambiguity results from problems in translating three-dimensional space to the two-dimensional display planes of the printed page & the computer monitor. we discuss sources of the ambiguity & possible solutions. tables  figures  references. adapted from the source document
2006,krull  robert  sharp  michael.,visual verbs  using arrows to depict the direction of actions in procedural illustrations.,arrows  when used to depict the direction of movement in procedural illustrations  may be ambiguous with regard to the actual direction in which movements should occur. this ambiguity results from problems in translating three-dimensional space to the two-dimensional display planes of the printed page and the computer monitor. we discuss sources of the ambiguity and possible solutions. (author abstract)
2002,kukulska-hulme  agnes.,language and communication  essential concepts for user interface anddocumentation design,book review abstract. new york  oxford  1999. reviewed by michael j. albers.
2004,kulpa  zenon.,designing diagrammatic notation for interval analysis,the diagrammatic notation developed by the author for a branch of mathematics called interval analysis is reviewed. some general aspects of applying information design in science  especially mathematics  are briefly discussed. the most important interval analysis diagrams are described  with a discussion of certain elements of their design and development process. (original abstract)
1995,lang  t.,the contradictions of food labelling policy,contribution to a special section dealing with food labelling policy. reviews food labelling issues. some of these issues are reflected in food labels and others are not. there is little consistency of approach to labelling  and there are grounds for questioning whether food labelling is working to the benefit of consumers. market theory requires consumers to be fully information for the market to work. but theory and reality are ill matched because food labelling has itself become a battleground  rather than a tool to enable the market to work. market theory either needs to be applied or to be changed. food labelling is not the answer to getting better food  better food production  or even better flows of information. at best  the struggle for more honest labelling can be an educational process in itself.
2007,le pair  rob  jansen  carel  korzilius  hubert  van gerdingen  jolanda  de graaf  susanne  et al.,information mapping  effects of text features and reader characteristics on performance and appreciation,in a previous study  no effects were found applying information mapping (imap) to a relatively short text. in three new experiments  we investigated whether text length and the presence or absence of typical imap format features would influence possible imap effects  and if there would be any interaction effects of the application of the imap method and reader characteristics. it turned out that when presented with a relatively long text  readers worked more effectively and efficiently with an imap version. adding typical imap format features to an otherwise unaltered conventional text did not produce greater effectiveness but did result in greater efficiency and higher appreciation. no interaction effects were found of the respondents  linguistic background and the application of the imap method. (author abstract)
2005,lee  stella.,interaction design  beyond human-computer interaction,book review.  interaction design  beyond human-computer interaction  edited by jenny preece  yvonne rogers and helen sharp. published by hoboken  new jersey  john wiley & sons (2002). fifteen chapters  mostly text with some illustrations  colour plates  diagrams and cartoons  the book accompanies a website (www.id-book.com). isbn 0-47149-278-7.
2006,leeuwen  theovan.,towards a semiotics of typography.,this article outlines a social semiotic approach to analysing the ideational  interpersonal and textual meaning potentials of letter forms  drawing on jakobson s distinctive feature analysis and lakoff and johnson s theory of experiential metaphor. distinctive features are recognized and applied to the analysis of examples  weight  expansion  slope  curvature  connectivity  orientation and regularity. (author abstract)
2004,lenk  krzysztof  kahn  paul.,diagrams for communication between designer and client,summary of a contribution to the symposia  2by2  (held in the usa in 2003) in which the authors look into the designer client relationship  identifying the inevitable mistrust on the part of the client toward the designer s proposals. the article looks at ways in which diagrams can help develop trust  illustrating awareness of the problem to the client  and therefore justifying the proposed solution. includes biographies of the authors.
2007,lentz  leo  maat  henk pander.,reading aloud and the delay of feedback  explanations for the effectiveness of reader protocols,an important objective of research in information design is the validation of methods that are available for the evaluation of public information. in this article three evaluation methods using verbal self-reports are compared  think aloud reader protocols  the plus-minus method and focus (a software tool designed to collect reader responses on documents). the results of this comparison indicate that reader protocols produce better feedback on comprehension problems than the other two methods. in a series of experiments two aspects of reader protocols are further investigated in order to explain these results. the first factor is delay of feedback  which seems to result in fewer problem detections. the second factor is reading aloud  which may result in more problem detections. these experiments indicate that delay is the key factor. finally an eye tracking study was done in order to analyze the effect on the reading process of reading aloud and giving comments. the results indicate that reading aloud causes a delay in the reading process and the task of giving comments increases the number of times readers look back in the text while reading. adapted from the source document
2006,lidwell  william  holden  kritina  butler  jill.,universal principles of design  100 ways to enhance usability  influence perception  increase appeal  make better design decisions  and teach through design.,book review abstract. glouster  ma  rockport  2003  pagination price not reported. isbn 1592530079. reviewed by j. kevin byrne.
2009,lin  tingyi s.,visual representation and communication  a case study on fertility rates.,there is great potential for graphics to present quantities  processes  and spatial relations that make knowledge communication more effective through simple to complex visual languages. visual representation conveys certain messages  directly or metaphorically. an effective visual representation communicates with users by offering core messages and other embedded qualities. these embedded qualities generate interest in the topics issues  create desirable energy for seeking more knowledge in depth  and enable readers to explore their favorable influences. it is no longer enough to consider a visual representation to be merely attractive or pleasing  it also has to be designed in a way to effectively tell stories in order to better play its role as an information carrier and to meet users  needs for multiple modes of usage. this study examines the ways in which visual explanation both tells stories and presents their underlying meanings. visual information design not only presents concepts and events across time but also disseminates information widely through various media. this case study investigates various visual depictions of fertility rates and observes the causes and effects of viewers  decision making. the total fertility rates in taiwan dropped dramatically from 1951 to 2006  according to the department of household registration affairs  ministry of interior (moi)  taiwan. this drop not only will render the aging population greater than other age groups in the near future  but also greatly changes social  economic  and environmental progress in this region. this study s small effort in the information design field will help create a link between practitioners  intelligence and researchers  suggestions  thereby helping enhance the effectiveness of visual communication. (author abstract)
2005,linsky  robert.,content and complexity  information design in technical communication,book review.  content and complexity  information design in technical communication . edited by m. j. albers and b. mazur. lawrence erlbaum  2003.
2002,lipton  ronnie.,information graphics and visual clues  communicating information through graphic design,book review abstract. gloucester  ma  rockport  2002. reviewed by cynthia rohner.
1996,lowe  r k.,pictorial information design for schools,a pictorial approach for introducing children to fundamental ideas about information design may present fewer problems for teachers than a verbal approach. in education generally  pictures have become a more pervasive feature of instructional strategies and resources. considers how information design might be approached in the classroom by having children develop original explanatory pictures. such an approach would require both a reconceptualization of the purposes of children s classroom drawing and the development of teaching strategies that sensitise children to the needs of information users. original abstract-amended.
1993,lowe  r k.,diagrammatic information  techniques for exploring its mental representation and processing,the success of diagrams as tools for communication depends upon how they can be processed mentally. however graphic design tend to focus on external aspects of representation that apply at a general level across a wide range of subject domains while the internal representations of a specific set of subject matter is also important in influencing what sense viewers make of a diagram. describes some of the challenges presented to researchers in characterising relationships between the way a diagram is represented mentally and the effectiveness with which that diagram is processed and discusses methodologies that have been developed to explore the mental representation and processing of explanatory diagrams. original abstract-amended.
2006,lowe  richard  pramono  harto.,using graphics to support comprehension of dynamic information in texts,little is known about the influence of micro-level design factors on the effectiveness with which static & animated graphics support comprehension of dynamic information. graphics are frequently used as adjuncts to written & spoken text with the aim of addressing any potential ambiguities that may arise during interpretation. when used to depict information about temporal change  graphics can present the situational dynamics with varying degrees of explicitness. with static graphics  viewer interpretation is reliant on some degree of inference  whereas with animated graphics  the dynamics can be presented in a direct  analog form. the effectiveness of static & animated graphics for portraying dynamic subject matter appears to be closely related to fine-grained aspects of the interaction between the graphic & its user that may be missed if a largely intuitive approach to design is adopted. selected findings from empirical research into the effects of content  cues  background knowledge & attentional influences are discussed as a basis for suggesting a more principled approach to the design of adjunct graphics. figures  references. adapted from the source document
2006,lowe  richard  pramono  harto.,using graphics to support comprehension of dynamic information in texts.,little is known about the influence of micro-level design factors on the effectiveness with which static and animated graphics support comprehension of dynamic information. graphics are frequently used as adjuncts to written and spoken text with the aim of addressing any potential ambiguities that may arise during interpretation. when used to depict information about temporal change  graphics can present the situational dynamics with varying degrees of explicitness. with static graphics  viewer interpretation is reliant on some degree of inference  whereas with animated graphics  the dynamics can be presented in a direct  analog form. the effectiveness of static and animated graphics for portraying dynamic subject matter appears to be closely related to fine-grained aspects of the interaction between the graphic and its user that may be missed if a largely intuitive approach to design is adopted. selected findings from empirical research into the effects of content  cues  background knowledge and attentional influences are discussed as a basis for suggesting a more principled approach to the design of adjunct graphics. (author abstract)
1996,lowe  richard.,pictorial information design for schools,discusses the changes to teaching strategies and visual information for children after the introduction of computers to classrooms. the author assesses the possibility of using explanatory pictures created by children for teaching concepts of information design.
2006,lucas  antonio  arbaiza  alberto  blanch  maria teresa.,judged comprehensibility  the hov lane case,most urban car trips register low occupancy rates  around 1.20 passengers per car. originated in the us in the late 1960s  high occupancy vehicle (hov) lanes aim to improve mobility by optimizing vehicle occupancy and thus bring on an improved traffic flow  more efficient fuel economy and better environment. madrid benefits from a 10 year-old hov lane that has enjoyed success in terms of its functional traffic flow parameters. variable message signs indicate the hov lane availability  although the essential information is displayed via text. the study tests the judged comprehensibility of several pictograms intended for the hov lane referent. (author abstract)
2006,lupton  ellen  hunter  lawrie.,critical form as everyday practice  an interview with elen lupton.,reports an interview with ellen lupton  a graphic designer and curator of the m.f.a. in the graphic design programme of the maryland institute college of art  baltimore  and curator of contemporary design at the cooper-hewitt national design museum  new york. she describes her work in founding the design writing research programme  in 1985  and the contribution this has made to the education and inspiration of graphic design students. considerable reference is made to the design writing research web site (http   designwritingresearch.org archive.html) and the resources that have been brought together at the site.
2005,maat  henk pander  bierman  gemma.,how lay readers and experts understand organization charts  a study of diagrammatic literacy,this study analyzes the interpretation of a well-known visual genre  organization charts. although these tree diagrams seem a very natural expression of organizational structures  it is shown that their interpretation requires a number of quite arbitrary symbolic conventions. lay readers who are unaware of these conventions  offer interpretations based on everyday visual heuristics such as the high-is-up metaphor and the gestalt principles of perception. though such heuristic interpretations may be appropriate for less constrained diagram genres  they produce incorrect interpretations of organization charts. (original abstract)
2000,macdonald-ross  m  waller  r.,the transformer revisited,first appeared in the 1976  penrose annual  examining the role of the radical information designer. the original abstract read as follows.  break down the barriers in the interests of the reader. take responsibility for the success or failure of the communication. do not accept a label or a slot on a production line. be a complete human being with moral and intellectual integrity and thoroughgoing technical competence . examines the range of complex problems involved in putting the expert s message in a form the ordinary person can best understand and use. with a 2000 postscript. (original abstract - amended)
1998,macdonald-ross  m.,books and libraries  the threat from nict,university libraries are facing the farce of new information and communication technologies. libraries are ancient - they date from the third century bc. their staff are  as a rule  not well equipped to judge the impact of technological change. instead of being too conservative  they are often naively accepting of technological overclaims. as a result  librarians plan to reduce access to print in favour of text on screen. counter attacks stressing that the day of the printed book is far from over. (original abstract - amended)
2000,macdonald-ross  michael  waller  robert.,the transformer revisited,examines issues of information design with particular reference to the written correspondence of the open university. the author highlights the importance of a clear layout of information in an education environment.
2000,macdonald-ross  michael  waller  robert.,the transformer revisited,the authors examine the range of complex problems involved in putting the expert s message in a form the ordinary person can best understand and use. the article was written in 1974 while the authors were with the open university and first appeared in the  penrose annual  in 1976. extensive reference is made in the article to the information graphics created by otto and marie neurath of the isotype institute.
2001,maceachren  alan.,an evolving cognitive-semiotic approach to geographic visualization and knowledge construction,discusses cartographic designs  with particular reference to the information design theory of jacques bertin. the author traces changes in the practice of cartographic design which are mainly due to the advancement of computer programmes.
1983,maguire  martin.,isla - an experimental local information system for the general public,reports the result of an experiment carried out to study the usage of a computerised local information service. the system  isla (information system for the leicester area)  was set up to investigate one way of supplying individual communities with information of local interest. topics chosen included local train services  cinema and theatre productions  restaurants  public houses  weather forecasts and sport. the system was designed to be used directly by members of the general public. a number of sources of feedback were employed  each revealing different problems faced by users and aspects of the interactive process.
2004,mani  inderjeet.,automatic summarization,book review abstract. natural language processing series  vol 3. amsterdam philadelphia  john benjamins publishing co.  2001  285pp.  price not reported. isbn 1588110591 and 1588110605. reviewed by horacio saggion.
2001,marcus  a.,user-interface design for air-travel booking  a case study of sabre,explains the development of the sabre air travel booking user interface design during 1994 to 2000  which transformed a text based  frame oriented legacy system into a graphical version used by a third of the world s travel agents. comments on design explorations  issues and resolutions. (original abstract - amended)
2009,marcus  aaron  jean  jeremie.,going green at home  the green machine.,a global challenge for the 21st century is to find a sustainable way of life. the green movement has helped to increase people s awareness of sustainability issues and propelled development of innovative products to help decrease our ecological footprint. smart grid applications  which enable users to monitor their household s energy consumption  are one of these innovative products. critical data visualization helps to build awareness  but does not result automatically in effecting behavioral changes  which are required to ensure the earth s future and survival. the question then shifts to how exactly to motivate  persuade  educate  and lead people to reduce their household energy consumption. our study proposes to research and analyze different powerful ways to improve green behavior by persuading and motivating people to reduce their household s energy consumption through a mobile phone application we call the green machine. we have designed and tested a prototype that is based on behavioral change-process issues-analysis to persuade people to go green.this article explains the development of the green machine user interface  information design  and information visualization. (author abstract)
2001,marcus  aaron.,user-interface design for air-travel booking  a case study of sabre,discusses design issues involving the development of a user-interface design for air travel booking by the private online company sabre. the author considers the importance of metaphors  mental models  navigation  interaction  and appearance in investigating their design work  outlines the history of the air travel marketplace  and emphasises the importances of functionality in the design system. he details the use of metaphor design in the early stages of the project in 1994  explains why sabre rejected the cartoon-style drawings in their designs  and considers the impact of technical limitations on the project. he assesses the success of the interface design project  and highlights the importance of involving the engineering department at an early stage in the design process.
2001,marcus  aaron.,user-interface design for air-travel booking  a case study of sabre,discusses design issues involving the development of a user-interface design for air-travel booking by the private online company sabre. the author considers the importance of metaphors  mental models  navigation  interaction  and appearance in investigating their design work  outlines the history of the air-travel marketplace  and emphasises the importances of functionality in the design system. he details the use of metaphor design in the early stages of the project in 1994  explains why sabre rejected the cartoon-style drawings in their designs  and considers the impact of technical limitations on the project. he assesses the success of the interface design project  and highlights the importance of involving the engineering department at an early stage in the design process.
2011,marcus  aaron.,health machine.,information design and visualization techniques can be combined with persuasion design to effect behavioral change in people who need to be concerned about obesity and type 2 diabetes. careful attention to exercise and nutrition is crucial. this article explains the conceptual design process for a mobile application that seeks to persuade people to make these changes. current applications in this market are good but are not oriented to persuasion. the article introduces the philosophy and principles behind the application and describes an early conceptual prototype design. (author abstract)
