pubnumber,title,url
WO2001070016A1,ANIMALS WITH HIGH HISTAMINE PRODUCTIVITY ,http://www.google.com/patents/about?id=gWt6AAAAEBAJ&dq=ANIMALS+WITH+HIGH+HISTAMINE+PRODUCTIVITY
WO2008151846A3,IMMUNOMODULATION DES LYMPHOCYTES T PAR DES PRÉPARATIONS DE CELLULES DU PLACENTA ,http://www.google.com/patents?q=IMMUNOMODULATION+DES+LYMPHOCYTES+T+PAR+DES+PR%C3%89PARATIONS+DE+CELLULES+DU+PLACENTA&scoring=1&output=rss
WO2000030675A3,MEDICINAL PRODUCT AND METHOD FOR TREATMENT OF CONDITIONS AFFECTING NEURAL STEM CELLS OR PROGENITOR CELLS ,http://www.google.com/patents/about?id=AzMRAAAAEBAJ&dq=MEDICINAL+PRODUCT+AND+METHOD+FOR+TREATMENT+OF+CONDITIONS+AFFECTING+NEURAL+STEM+CELLS+OR+PROGENITOR+CELLS
WO2005108554A1,ADOPTIVE IMMUNOCYTE FOR TUMOR VACCINE AND THE LIKE ,http://www.google.com/patents/about?id=uoiZAAAAEBAJ&dq=ADOPTIVE+IMMUNOCYTE+FOR+TUMOR+VACCINE+AND+THE+LIKE
WO2007014639A3,METHOD FOR ISOLATING STEM CELLS FROM CRYOPRESERVED DENTAL TISSUE ,http://www.google.com/patents/about?id=j--yAAAAEBAJ&dq=METHOD+FOR+ISOLATING+STEM+CELLS+FROM+CRYOPRESERVED+DENTAL+TISSUE
WO2005003342A1,METHOD OF PREPARING TRANSGENIC ORGANISM WITH USE OF METHYLATION AND SYSTEM THEREFOR ,http://www.google.com/patents/about?id=ANuXAAAAEBAJ&dq=METHOD+OF+PREPARING+TRANSGENIC+ORGANISM+WITH+USE+OF+METHYLATION+AND+SYSTEM+THEREFOR
WO2004047747A3,COMPOSITIONS AND METHODS FOR CELL DEDIFFERENTIATION AND TISSUE REGENERATION ,http://www.google.com/patents/about?id=ly2JAAAAEBAJ&dq=COMPOSITIONS+AND+METHODS+FOR+CELL+DEDIFFERENTIATION+AND+TISSUE+REGENERATION
WO2008153813A3,"BONE AUGMENTATION UTILIZING MUSCLE-DERIVED PROGENITOR COMPOSITIONS, AND TREATMENTS THEREOF ","http://www.google.com/patents/about?id=bWbHAAAAEBAJ&dq=BONE+AUGMENTATION+UTILIZING+MUSCLE-DERIVED+PROGENITOR+COMPOSITIONS,+AND+TREATMENTS+THEREOF"
WO2007127254A3,COMPOSITIONS AND METHODS FOR GENERATING TRANSGENIC ANIMALS ,http://www.google.com/patents/about?id=tLJpAQAAEBAJ&dq=COMPOSITIONS+AND+METHODS+FOR+GENERATING+TRANSGENIC+ANIMALS
WO2003027281A3,PLURIPOTENT STEM CELLS ORIGINATING IN SKELETAL MUSCLE INTESTINAL TISSUE ,http://www.google.com/patents/about?id=OG2VAAAAEBAJ&dq=PLURIPOTENT+STEM+CELLS+ORIGINATING+IN+SKELETAL+MUSCLE+INTESTINAL+TISSUE
WO2010023473A3,CRYSTALLINE FORM OF SUNITINIB AND PROCESSES FOR ITS PREPARATION ,http://www.google.com/patents/about?id=N0cnAQAAEBAJ&dq=CRYSTALLINE+FORM+OF+SUNITINIB+AND+PROCESSES+FOR+ITS+PREPARATION
WO2010088230A3,ADULT STEM CELL ASSAYS ,http://www.google.com/patents/about?id=O_vSAAAAEBAJ&dq=ADULT+STEM+CELL+ASSAYS
WO2007087139A3,MESENCHYMAL STEM CELLS EXPRESSING TNF-&#945; RECEPTOR ,http://www.google.com/patents/about?id=jzmgAAAAEBAJ&dq=MESENCHYMAL+STEM+CELLS+EXPRESSING+TNF-
WO2008156500A4,METHODS OF INDUCING OR INCREASING THE EXPRESSION OF PROTEOGLYCANS SUCH AS AGGRECAN IN CELLS ,http://www.google.com/patents/about?id=nASiAAAAEBAJ&dq=METHODS+OF+INDUCING+OR+INCREASING+THE+EXPRESSION+OF+PROTEOGLYCANS+SUCH+AS+AGGRECAN+IN+CELLS
WO2005007233A3,APPLICATION OF ELECTRICAL STIMULATION FOR FUNCTIONAL TISSUE ENGINEERING IN VITRO AND IN VIVO ,http://www.google.com/patents/about?id=BoKVAAAAEBAJ&dq=APPLICATION+OF+ELECTRICAL+STIMULATION+FOR+FUNCTIONAL+TISSUE+ENGINEERING+IN+VITRO+AND+IN+VIVO
WO2006102933A8,"PREPARATION OF AUTOLOGOUS HAEMATOPOIETIC STEM CELLS, THE METHODS OF PRODUCTION, CYROPRESERVATION AND USE FOR THERAPY OF TRAUMATIC DISEASES OF THE CENTRAL NERVOUS SYSTEM ","http://www.google.com/patents?q=PREPARATION+OF+AUTOLOGOUS+HAEMATOPOIETIC+STEM+CELLS,+THE+METHODS+OF+PRODUCTION,+CYROPRESERVATION+AND+USE+FOR+THERAPY+OF+TRAUMATIC+DISEASES+OF+THE+CENTRAL+NERVOUS+SYSTEM&scoring=1&output=rss"
WO2007143609A3,USE OF PLASMA IN FORMATION OF BIODEGRADABLE STENT COATING ,http://www.google.com/patents/about?id=ubqlAAAAEBAJ&dq=USE+OF+PLASMA+IN+FORMATION+OF+BIODEGRADABLE+STENT+COATING
WO2003035872A1,HUMAN AND MAMMALIAN STEM CELL-DERIVED NEURONAL SURVIVAL POLYPEPTIDES ,http://www.google.com/patents/about?id=tTufAAAAEBAJ&dq=HUMAN+AND+MAMMALIAN+STEM+CELL-DERIVED+NEURONAL+SURVIVAL+POLYPEPTIDES
WO2009117553A3,ENHANCING VESSEL LESION HOMING AND REPAIR POTENTIAL OF STEM CELLS ,http://www.google.com/patents/about?id=I4THAAAAEBAJ&dq=ENHANCING+VESSEL+LESION+HOMING+AND+REPAIR+POTENTIAL+OF+STEM+CELLS
WO2004085632A1,CONTROL OF STEM CELL DIFFERENTIATION INDUCTION AND DIFFERENTIATION POTENCY ,http://www.google.com/patents/about?id=VFSjAAAAEBAJ&dq=CONTROL+OF+STEM+CELL+DIFFERENTIATION+INDUCTION+AND+DIFFERENTIATION+POTENCY
WO2003042382A1,ES CELLS WITH ENHANCED RNAi EFFECT ,http://www.google.com/patents/about?id=hOWAAAAAEBAJ&dq=ES+CELLS+WITH+ENHANCED+RNAi+EFFECT
WO2004015077A3,COMPOSITIONS AND METHODS FOR NEURAL DIFFERENTIATION OF EMBRYONIC STEM CELLS ,http://www.google.com/patents/about?id=V5acAAAAEBAJ&dq=COMPOSITIONS+AND+METHODS+FOR+NEURAL+DIFFERENTIATION+OF+EMBRYONIC+STEM+CELLS
WO2008021475A3,COMPOSITIONS AND METHODS FOR HEMATOPOIETIC STEM CELL EXPANSION OR FOR MODULATING ANGIOGENESIS ,http://www.google.com/patents/about?id=ZcXWAAAAEBAJ&dq=COMPOSITIONS+AND+METHODS+FOR+HEMATOPOIETIC+STEM+CELL+EXPANSION+OR+FOR+MODULATING+ANGIOGENESIS
WO2006074426A3,CXCR4 ANTAGONISTS FOR THE TREATMENT OF HIV INFECTION ,http://www.google.com/patents/about?id=TxeaAAAAEBAJ&dq=CXCR4+ANTAGONISTS+FOR+THE+TREATMENT+OF+HIV+INFECTION
WO2007125859A1,METHOD FOR INDUCTION OF THE DIFFERENTIATION OF VISCERAL FAT CELL ,http://www.google.com/patents/about?id=18vIAAAAEBAJ&dq=METHOD+FOR+INDUCTION+OF+THE+DIFFERENTIATION+OF+VISCERAL+FAT+CELL
WO2003072708A3,PLURIPOTENT CELLS COMPRISING ALLOGENIC NUCLEUS AND MITOCHONDRIA ,http://www.google.com/patents/about?id=teDWAAAAEBAJ&dq=PLURIPOTENT+CELLS+COMPRISING+ALLOGENIC+NUCLEUS+AND+MITOCHONDRIA
WO2005086713A3,ROLE OF HUMAN ENDOTHELIAL PRECURSOR CELLS AND VASCULAR PERICYTES TUMOR IN ANGIOGENESIS ,http://www.google.com/patents/about?id=4t2WAAAAEBAJ&dq=ROLE+OF+HUMAN+ENDOTHELIAL+PRECURSOR+CELLS+AND+VASCULAR+PERICYTES+TUMOR+IN+ANGIOGENESIS
WO2009120891A3,DIFFERENTIATION OF PRIMATE PLURIPOTENT STEM CELLS TO HEMATOPOIETIC LINEAGE CELLS ,http://www.google.com/patents/about?id=VvfIAAAAEBAJ&dq=DIFFERENTIATION+OF+PRIMATE+PLURIPOTENT+STEM+CELLS+TO+HEMATOPOIETIC+LINEAGE+CELLS
WO2008096817A1,GABA NEURON PROGENITOR CELL MARKER 65B13 ,http://www.google.com/patents/about?id=zuzjAAAAEBAJ&dq=GABA+NEURON+PROGENITOR+CELL+MARKER+65B13
WO2003062373A9,METHODS AND MATERIALS FOR THE RECRUITMENT OF ENDOTHELIAL CELLS ,http://www.google.com/patents/about?id=KwqIAAAAEBAJ&dq=METHODS+AND+MATERIALS+FOR+THE+RECRUITMENT+OF+ENDOTHELIAL+CELLS
WO2008045952A3,PHOTORECEPTOR PRECURSOR CELLS ,http://www.google.com/patents/about?id=mjfXAAAAEBAJ&dq=PHOTORECEPTOR+PRECURSOR+CELLS
WO2007058929A3,COMPOSITION FOR REDUCING PROBLEMS ASSOCIATED WITH SICKLE CELL DISEASE USING LOW TEMPERATURE STORAGE ,http://www.google.com/patents/about?id=f5_dAAAAEBAJ&dq=COMPOSITION+FOR+REDUCING+PROBLEMS+ASSOCIATED+WITH+SICKLE+CELL+DISEASE+USING+LOW+TEMPERATURE+STORAGE
WO2002088384A1,SCREENING METHOD ,http://www.google.com/patents/about?id=kKzVAAAAEBAJ&dq=SCREENING+METHOD
WO2008016123A1,GSK-3&#946; INHIBITOR ,http://www.google.com/patents/about?id=KsmTAAAAEBAJ&dq=GSK-3
WO2006097205A3,METHOD FOR CONDUCTING EXTRACORPOREAL ANALYSIS OF HAIR FOLLICLE CELLS ,http://www.google.com/patents/about?id=JIESAAAAEBAJ&dq=METHOD+FOR+CONDUCTING+EXTRACORPOREAL+ANALYSIS+OF+HAIR+FOLLICLE+CELLS
WO2003016488A3,CELL SEPARATION SYSTEM ,http://www.google.com/patents/about?id=x5qVAAAAEBAJ&dq=CELL+SEPARATION+SYSTEM
WO2010019388A3,METHOD AND APPARATUS FOR THE DISCRETIZATION AND MANIPULATION OF SAMPLE VOLUMES ,http://www.google.com/patents/about?id=I7XTAAAAEBAJ&dq=METHOD+AND+APPARATUS+FOR+THE+DISCRETIZATION+AND+MANIPULATION+OF+SAMPLE+VOLUMES
WO2007130826A3,SEPARATION OF CELLS ,http://www.google.com/patents/about?id=YMaiAAAAEBAJ&dq=SEPARATION+OF+CELLS
WO2009032456A3,NON-VIRAL DELIVERY OF TRANSCRIPTION FACTORS THAT REPROGRAM HUMAN SOMATIC CELLS INTO A STEM CELL-LIKE STATE ,http://www.google.com/patents?q=NON-VIRAL+DELIVERY+OF+TRANSCRIPTION+FACTORS+THAT+REPROGRAM+HUMAN+SOMATIC+CELLS+INTO+A+STEM+CELL-LIKE+STATE&scoring=1&output=rss
WO2001082991A3,BIOMATERIALS COMPRISED OF PREADIPOCYTE CELLS FOR SOFT TISSUE REPAIR ,http://www.google.com/patents/about?id=KhaeAAAAEBAJ&dq=BIOMATERIALS+COMPRISED+OF+PREADIPOCYTE+CELLS+FOR+SOFT+TISSUE+REPAIR
WO2005026320A3,ENTRAPPED STEM CELLS AND USES THEREOF ,http://www.google.com/patents/about?id=cbuUAAAAEBAJ&dq=ENTRAPPED+STEM+CELLS+AND+USES+THEREOF
WO2009016519A3,BIORESORBABLE IMPLANT ,http://www.google.com/patents/about?id=G4OzAAAAEBAJ&dq=BIORESORBABLE+IMPLANT
WO2006052991A3,PARATHYROID HORMONE RECEPTOR ACTIVATION AND STEM AND PROGENITOR CELL EXPANSION ,http://www.google.com/patents/about?id=W8elAAAAEBAJ&dq=PARATHYROID+HORMONE+RECEPTOR+ACTIVATION+AND+STEM+AND+PROGENITOR+CELL+EXPANSION
WO2007041546A3,METHOD FOR SELECTIVELY DEPLETING HYPOXIC CELLS ,http://www.google.com/patents/about?id=PBfHAAAAEBAJ&dq=METHOD+FOR+SELECTIVELY+DEPLETING+HYPOXIC+CELLS
WO2009014668A3,METHODS FOR PROMOTING HAIR GROWTH ,http://www.google.com/patents/about?id=zFrRAAAAEBAJ&dq=METHODS+FOR+PROMOTING+HAIR+GROWTH
WO2003104256A3,THE CaR RECEPTOR AS A MEDIATOR OF MIGRATORY CELL CHEMOTAXIS AND/OR CHEMOKINESIS ,http://www.google.com/patents/about?id=qteZAAAAEBAJ&dq=THE+CaR+RECEPTOR+AS+A+MEDIATOR+OF+MIGRATORY+CELL+CHEMOTAXIS+AND/OR+CHEMOKINESIS
WO2003004616A3,DENDRITIC CELL ISOLATION METHODS ,http://www.google.com/patents/about?id=IgqcAAAAEBAJ&dq=DENDRITIC+CELL+ISOLATION+METHODS
WO2008022045A3,DIFFERENTIAL LABELING OF CELLS ,http://www.google.com/patents/about?id=1ayqAAAAEBAJ&dq=DIFFERENTIAL+LABELING+OF+CELLS
WO1997021824A3,Method for obtaining retroviral vector supernatant having high transduction efficiency,http://www.google.com/patents/about?id=lusCAAAAEBAJ&dq=Method+for+obtaining+retroviral+vector+supernatant+having+high+transduction+efficiency
WO2006090777A1,"MEDICAL MATERIAL, ARTIFICIAL TOOTH ROOT AND METHOD OF PRODUCING MATERIAL FOR CLINICAL USE ","http://www.google.com/patents/about?id=s0rUAAAAEBAJ&dq=MEDICAL+MATERIAL,+ARTIFICIAL+TOOTH+ROOT+AND+METHOD+OF+PRODUCING+MATERIAL+FOR+CLINICAL+USE"
WO2008096745A1,METHOD FOR PRODUCTION OF HAIR AND BIOMATERIAL ,http://www.google.com/patents/about?id=bdytAAAAEBAJ&dq=METHOD+FOR+PRODUCTION+OF+HAIR+AND+BIOMATERIAL
WO2006092633A8,METHOD FOR DIFFERENTIATION OF STEM CELLS ,http://www.google.com/patents/about?id=c4XGAAAAEBAJ&dq=METHOD+FOR+DIFFERENTIATION+OF+STEM+CELLS
WO2001011011A3,MULTIPOTENT ADULT STEM CELLS AND METHODS FOR ISOLATION ,http://www.google.com/patents/about?id=vOyXAAAAEBAJ&dq=MULTIPOTENT+ADULT+STEM+CELLS+AND+METHODS+FOR+ISOLATION
WO2007098479A3,LOCALIZED INSULIN DELIVERY FOR BONE HEALING ,http://www.google.com/patents/about?id=mkLUAAAAEBAJ&dq=LOCALIZED+INSULIN+DELIVERY+FOR+BONE+HEALING
WO2005014026A3,USE OF CXCL6 CHEMOKINE IN THE PREVENTION OR REPAIR OF CARTILAGE DEFECTS ,http://www.google.com/patents/about?id=wvGZAAAAEBAJ&dq=USE+OF+CXCL6+CHEMOKINE+IN+THE+PREVENTION+OR+REPAIR+OF+CARTILAGE+DEFECTS
WO2005117994A3,BMP PATHWAY METHODS AND COMPOSITIONS ,http://www.google.com/patents/about?id=NPyUAAAAEBAJ&dq=BMP+PATHWAY+METHODS+AND+COMPOSITIONS
WO2010051634A9,HUMAN PROGENITOR T-CELLS ,http://www.google.com/patents/about?id=WM6oAAAAEBAJ&dq=HUMAN+PROGENITOR+T-CELLS
WO2008040002A3,"METHODS, COMPOSITIONS AND ARTICLES OF MANUFACTURE FOR HIF MODULATING COMPOUNDS ","http://www.google.com/patents/about?id=NduyAAAAEBAJ&dq=METHODS,+COMPOSITIONS+AND+ARTICLES+OF+MANUFACTURE+FOR+HIF+MODULATING+COMPOUNDS"
WO2008008515A3,METHODS AND COMPOSITIONS FOR DETECTING RARE CELLS FROM A BIOLOGICAL SAMPLE ,http://www.google.com/patents/about?id=wDWtAAAAEBAJ&dq=METHODS+AND+COMPOSITIONS+FOR+DETECTING+RARE+CELLS+FROM+A+BIOLOGICAL+SAMPLE
WO2004018615A1,FIBRIN-CONTAINING COMPOSITION ,http://www.google.com/patents/about?id=fKycAAAAEBAJ&dq=FIBRIN-CONTAINING+COMPOSITION
WO2010054187A3,COMPOSITIONS AND METHODS FOR REGULATING SAS1R ,http://www.google.com/patents/about?id=-WjSAAAAEBAJ&dq=COMPOSITIONS+AND+METHODS+FOR+REGULATING+SAS1R
WO2008013793A3,LUMINESCENCE ASSAY UTILIZING A GENETICALLY MODIFIED CELL LINE ,http://www.google.com/patents/about?id=H4LLAAAAEBAJ&dq=LUMINESCENCE+ASSAY+UTILIZING+A+GENETICALLY+MODIFIED+CELL+LINE
WO2010001933A1,HISTONE MODIFICATION INHIBITOR SPECIFIC TO TARGET GENE ,http://www.google.com/patents/about?id=ztbbAAAAEBAJ&dq=HISTONE+MODIFICATION+INHIBITOR+SPECIFIC+TO+TARGET+GENE
WO2006072005A3,METHODS FOR HIGH EFFICIENCY SURVIVAL/PROLIFERATION OF HUMAN EMBYONIC STEM CELLS AND HUMAN EMBYRO SURVIVAL IN CULTURE ,http://www.google.com/patents/about?id=7smvAAAAEBAJ&dq=METHODS+FOR+HIGH+EFFICIENCY+SURVIVAL/PROLIFERATION+OF+HUMAN+EMBYONIC+STEM+CELLS+AND+HUMAN+EMBYRO+SURVIVAL+IN+CULTURE
WO2008015580A3,PHARMACEUTICAL COMPOSITION FOR ALLEVIATION AND TREATMENT OF ISCHEMIC CONDITIONS AND METHOD FOR DELIVERING THE SAME ,http://www.google.com/patents/about?id=Sqy_AAAAEBAJ&dq=PHARMACEUTICAL+COMPOSITION+FOR+ALLEVIATION+AND+TREATMENT+OF+ISCHEMIC+CONDITIONS+AND+METHOD+FOR+DELIVERING+THE+SAME
WO2008058752A3,LENTIVIRAL VECTORS FOR GENE TRANSFER IN QUIESCENT (G0) CELLS ,http://www.google.com/patents/about?id=wBPJAAAAEBAJ&dq=LENTIVIRAL+VECTORS+FOR+GENE+TRANSFER+IN+QUIESCENT+(G0)+CELLS
WO2007100248A3,ADIR RELATED POLYMORPHISMS AND APPLICATIONS THEREOF ,http://www.google.com/patents/about?id=agjUAAAAEBAJ&dq=ADIR+RELATED+POLYMORPHISMS+AND+APPLICATIONS+THEREOF
WO2006029262A3,CONDITIONED MEDIUM OF AUTOLOGOUS OR ALLOGENIC PROGENITOR CELLS FOR ANGIOGENESIS TREATMENT ,http://www.google.com/patents/about?id=2eCaAAAAEBAJ&dq=CONDITIONED+MEDIUM+OF+AUTOLOGOUS+OR+ALLOGENIC+PROGENITOR+CELLS+FOR+ANGIOGENESIS+TREATMENT
WO2005061531A1,A SUPERANTIGEN FUSION PROTEIN USED FOR ANTITUMOR THERAPY AND THE PREPARATION THEREOF ,http://www.google.com/patents/about?id=05mBAAAAEBAJ&dq=A+SUPERANTIGEN+FUSION+PROTEIN+USED+FOR+ANTITUMOR+THERAPY+AND+THE+PREPARATION+THEREOF
WO2009098149A3,METHOD FOR EXTRACTING OLFACTORY EPITHELIAL CELLS FROM NON-HUMAN EMBRYONIC STEM CELLS ,http://www.google.com/patents?q=METHOD+FOR+EXTRACTING+OLFACTORY+EPITHELIAL+CELLS+FROM+NON-HUMAN+EMBRYONIC+STEM+CELLS&scoring=1&output=rss
WO2004044127A3,STEM CELL POPULATIONS ,http://www.google.com/patents/about?id=cIugAAAAEBAJ&dq=STEM+CELL+POPULATIONS
WO2002061033A3,TRANSFECTION OF HUMAN EMBRYONIC STEM CELLS ,http://www.google.com/patents/about?id=xEGFAAAAEBAJ&dq=TRANSFECTION+OF+HUMAN+EMBRYONIC+STEM+CELLS
WO2002014469A3,REPROGRAMMING CELLS FOR ENHANCED DIFFERENTIATION CAPACITY USING PLURIPOTENT STEM CELLS ,http://www.google.com/patents/about?id=Y_-IAAAAEBAJ&dq=REPROGRAMMING+CELLS+FOR+ENHANCED+DIFFERENTIATION+CAPACITY+USING+PLURIPOTENT+STEM+CELLS
WO2007035296A3,POLYMERIC COMPOSITIONS AND METHODS OF MAKING AND USING THEREOF ,http://www.google.com/patents/about?id=EtfbAAAAEBAJ&dq=POLYMERIC+COMPOSITIONS+AND+METHODS+OF+MAKING+AND+USING+THEREOF
WO2003012060A3,CELLULAR COMPOSITIONS WHICH FACILITATE ENGRAFTMENT OF HEMATOPOIETIC STEM CELLS WHILE MINIMIZING THE RISK OF GVHD ,http://www.google.com/patents/about?id=wMKUAAAAEBAJ&dq=CELLULAR+COMPOSITIONS+WHICH+FACILITATE+ENGRAFTMENT+OF+HEMATOPOIETIC+STEM+CELLS+WHILE+MINIMIZING+THE+RISK+OF+GVHD
WO2003060085A3,"MAMMALIAN NEURAL STEM CELLS, COMPOSITIONS AND USES THEREOF ","http://www.google.com/patents/about?id=v2HVAAAAEBAJ&dq=MAMMALIAN+NEURAL+STEM+CELLS,+COMPOSITIONS+AND+USES+THEREOF"
WO2008070583A3,THROMBOPOIETIN MIMETICS ,http://www.google.com/patents/about?id=wrWoAAAAEBAJ&dq=THROMBOPOIETIN+MIMETICS
WO2006062247A1,SUBSTITUTED HETEROCYCLIC COMPOUND AND THROMBOPOIETIN RECEPTOR ACTIVATOR ,http://www.google.com/patents/about?id=5g7KAAAAEBAJ&dq=SUBSTITUTED+HETEROCYCLIC+COMPOUND+AND+THROMBOPOIETIN+RECEPTOR+ACTIVATOR
WO2006132855A3,METHODS FOR MODULATING OSTEOCHONDRAL DEVELOPMENT USING PULSED ELECTROMAGNETIC FIELD THERAPY ,http://www.google.com/patents/about?id=r8_bAAAAEBAJ&dq=METHODS+FOR+MODULATING+OSTEOCHONDRAL+DEVELOPMENT+USING+PULSED+ELECTROMAGNETIC+FIELD+THERAPY
WO2010026574A3,ADHERENT CELLS FROM PLACENTA TISSUE AND USE THEREOF IN THERAPY ,http://www.google.com/patents/about?id=NlXTAAAAEBAJ&dq=ADHERENT+CELLS+FROM+PLACENTA+TISSUE+AND+USE+THEREOF+IN+THERAPY
WO2008140587A3,"RHAMM, A CO-RECEPTOR AND ITS INTERACTIONS WITH OTHER RECEPTORS IN CANCER CELL MOTILITY AND THE IDENTIFICATION OF CANCER PROGNITOR CELL POPULATIONS ","http://www.google.com/patents/about?id=V6LNAAAAEBAJ&dq=RHAMM,+A+CO-RECEPTOR+AND+ITS+INTERACTIONS+WITH+OTHER+RECEPTORS+IN+CANCER+CELL+MOTILITY+AND+THE+IDENTIFICATION+OF+CANCER+PROGNITOR+CELL+POPULATIONS"
WO2004024911A1,ENHANCERS SPECIFIC TO MOTOR NERVE CELLS/SENSORY NERVE CELLS ,http://www.google.com/patents/about?id=FWOZAAAAEBAJ&dq=ENHANCERS+SPECIFIC+TO+MOTOR+NERVE+CELLS/SENSORY+NERVE+CELLS
WO2003025128A9,QUINONE REDUCTASE 2 AND ALDEHYDE DEHYDROGENASE AS THERAPEUTIC TARGETS ,http://www.google.com/patents/about?id=OYudAAAAEBAJ&dq=QUINONE+REDUCTASE+2+AND+ALDEHYDE+DEHYDROGENASE+AS+THERAPEUTIC+TARGETS
WO2006034602A1,METHODS FOR PORLIFERATION OF HEMATOPOIETIC STEM/PROGENITOR CELL IN VITRO ,http://www.google.com/patents/about?id=TIcXAAAAEBAJ&dq=METHODS+FOR+PORLIFERATION+OF+HEMATOPOIETIC+STEM/PROGENITOR+CELL+IN+VITRO
WO2007093975A3,USO DEL FACTOR PEDF PARA INDUCIR LA RENOVACIÓN DE CÉLULAS ,http://www.google.com/patents?q=USO+DEL+FACTOR+PEDF+PARA+INDUCIR+LA+RENOVACI%C3%93N+DE+C%C3%89LULAS&scoring=1&output=rss
WO2003048336A3,CULTURED CELLS FROM PANCREATIC ISLETS ,http://www.google.com/patents/about?id=K5J-AAAAEBAJ&dq=CULTURED+CELLS+FROM+PANCREATIC+ISLETS
WO2007117419A3,METHODS AND COMPOSITIONS RELATING TO POST-PROLYL CLEAVING ENZYME INHIBITORS ,http://www.google.com/patents/about?id=b5gKAAAAEBAJ&dq=METHODS+AND+COMPOSITIONS+RELATING+TO+POST-PROLYL+CLEAVING+ENZYME+INHIBITORS
WO2007124148A3,TREATMENT OF CONNECTIVE TISSUE DISORDERS ,http://www.google.com/patents/about?id=hQbDAAAAEBAJ&dq=TREATMENT+OF+CONNECTIVE+TISSUE+DISORDERS
WO2009003998A3,ANTIPROLIFERATIVE COMPOUNDS BASED ON 5-MEMBERED HETEROCYCLES ,http://www.google.com/patents/about?id=W3R6AAAAEBAJ&dq=ANTIPROLIFERATIVE+COMPOUNDS+BASED+ON+5-MEMBERED+HETEROCYCLES
WO2007115315A3,PYRROLO- AND THIAZOLO-PYRIDINE COMPOUNDS AS HIF MODULATORS ,http://www.google.com/patents?q=PYRROLO-+AND+THIAZOLO-PYRIDINE+COMPOUNDS+AS+HIF+MODULATORS&scoring=1&output=rss
WO2002040061A3,IMMUNOCOMPETENT ANIMALS INCLUDING XENOGENEIC IMPLANTS OF MESENCHYMAL STEM CELLS ,http://www.google.com/patents/about?id=pE2FAAAAEBAJ&dq=IMMUNOCOMPETENT+ANIMALS+INCLUDING+XENOGENEIC+IMPLANTS+OF+MESENCHYMAL+STEM+CELLS
WO2008150814A3,METHODS FOR PRODUCTION AND USES OF MULTIPOTENT CELL POPULATIONS ,http://www.google.com/patents/about?id=s4nNAAAAEBAJ&dq=METHODS+FOR+PRODUCTION+AND+USES+OF+MULTIPOTENT+CELL+POPULATIONS
WO2008015418A3,PLURIPOTENT CELLS FROM RAT AND OTHER SPECIES ,http://www.google.com/patents/about?id=QNioAAAAEBAJ&dq=PLURIPOTENT+CELLS+FROM+RAT+AND+OTHER+SPECIES
WO2006119083A3,TREATING GASTROINTESTINAL DISEASES WITH MODULATION OF RETONIC ACID ,http://www.google.com/patents/about?id=L8eZAAAAEBAJ&dq=TREATING+GASTROINTESTINAL+DISEASES+WITH+MODULATION+OF+RETONIC+ACID
WO2006000576A3,METHODS AND COMPOSITIONS TO PROMOTE BONE HOMEOSTASIS ,http://www.google.com/patents/about?id=jr-aAAAAEBAJ&dq=METHODS+AND+COMPOSITIONS+TO+PROMOTE+BONE+HOMEOSTASIS
WO2006044665A3,NEUROPROTECTIVE SPIROSTENOL PHARMACEUTICAL COMPOSITIONS ,http://www.google.com/patents/about?id=dkCdAAAAEBAJ&dq=NEUROPROTECTIVE+SPIROSTENOL+PHARMACEUTICAL+COMPOSITIONS
WO2008137629A4,IDENTIFYING GERMLINE COMPETENT EMBRYONIC STEM CELLS ,http://www.google.com/patents/about?id=slzRAAAAEBAJ&dq=IDENTIFYING+GERMLINE+COMPETENT+EMBRYONIC+STEM+CELLS
WO2008122687A1,POLIPÉPTIDO DE LA PROTEÍNA GP120 CAPAZ DE INHIBIR EL CICLO VITAL DEL VIRUS DEL SIDA ,http://www.google.com/patents?q=POLIP%C3%89PTIDO+DE+LA+PROTE%C3%8DNA+GP120+CAPAZ+DE+INHIBIR+EL+CICLO+VITAL+DEL+VIRUS+DEL+SIDA&scoring=1&output=rss
WO2007056433A3,METHODS OF TREATING TISSUE DEFECTS ,http://www.google.com/patents/about?id=WGejAAAAEBAJ&dq=METHODS+OF+TREATING+TISSUE+DEFECTS
WO2007098283A3,USE OF ANTAGONISTS OF MAIF RECEPTOR COMPLEX MOLECULES AND NEUROTROPHIC FACTORS FOR TREATMENT OF NEUROLOGICAL DISEASES AND DISORDERS ,http://www.google.com/patents?q=USE+OF+ANTAGONISTS+OF+MAIF+RECEPTOR+COMPLEX+MOLECULES+AND+NEUROTROPHIC+FACTORS+FOR+TREATMENT+OF+NEUROLOGICAL+DISEASES+AND+DISORDERS&scoring=1&output=rss
WO2008094597A3,"EARLY MESODERM CELLS, A STABLE POPULATION OF MESENDODERM CELLS THAT HAS UTILITY FOR GENERATION OF ENDODERM AND MESODERM LINEAGES AND MULTIPOTENT MIGRATORY CELLS (MMC) ","http://www.google.com/patents/about?id=uPbRAAAAEBAJ&dq=EARLY+MESODERM+CELLS,+A+STABLE+POPULATION+OF+MESENDODERM+CELLS+THAT+HAS+UTILITY+FOR+GENERATION+OF+ENDODERM+AND+MESODERM+LINEAGES+AND+MULTIPOTENT+MIGRATORY+CELLS+(MMC)"
